x,y,label
-10.072013,-13.006854,276
51.42186,-3.2139444,280
25.172266,20.812944,292
-40.576714,33.013756,287
26.712086,-32.1726,299
-10.446485,-12.043524,276
-36.546535,-17.399252,272
18.724691,25.97869,294
-31.176811,-9.227295,275
5.9272227,-60.127895,258
-45.48166,3.4675586,274
22.049849,28.915699,294
4.983718,18.646845,278
24.8582,19.967506,292
19.761919,27.063753,294
3.114907,43.013725,271
26.73584,-21.240898,269
-32.129597,17.528131,273
30.744104,18.796774,292
-27.461267,-7.6588902,275
29.763916,-21.825739,269
-18.716356,42.106094,279
-35.213768,-22.086916,272
-34.378532,14.552549,273
9.951636,-42.53814,298
-48.594696,-8.85082,289
-51.446896,7.1927857,274
-24.908314,-21.841347,284
29.865187,-21.68398,269
9.339157,51.73665,260
39.058945,1.534757,293
10.90481,-46.18606,298
38.783085,1.5196495,293
46.127728,14.435307,288
-34.915905,-33.409122,285
9.370305,53.39172,260
-18.344013,11.253185,295
9.165935,47.3806,260
-16.845957,10.849177,295
36.112976,-0.84358686,293
-18.04581,-48.26269,282
34.764114,38.374256,291
-17.867905,-47.87677,282
-44.759117,-2.58564,289
26.233164,-21.112179,269
-51.282238,6.2957454,274
-34.885857,14.667361,273
-44.53557,-2.8858793,289
35.724686,-2.4680896,293
5.060056,42.58946,271
6.782693,-24.320986,286
5.5239134,-60.4131,258
52.425163,-2.7008696,280
4.379549,-61.588173,258
16.458765,11.479767,283
-26.220135,-7.8124833,275
-46.057915,3.5693355,274
6.4115276,-20.147877,290
-32.895374,17.844002,273
-0.39616778,14.874524,277
-19.078054,-51.117374,282
-35.209435,-29.116005,285
2.0898576,-18.972082,290
4.9940643,-59.57601,258
-0.608245,2.4795773,278
-27.279657,-7.131695,275
19.15104,27.212788,294
16.254934,11.490369,283
29.969782,-20.96283,269
-1.1800978,1.5831792,278
-1.6904343,14.650507,277
-34.081863,-33.361668,285
5.624545,-59.817226,258
-26.311323,-8.025967,275
-34.420044,-28.597738,285
-17.75117,-47.67973,282
45.48112,14.860412,288
47.485577,13.877596,288
11.927681,-46.330227,298
-36.977028,-17.59015,272
16.923323,11.326899,283
-1.4640869,15.8443985,277
-0.754494,15.480803,277
-44.8867,-2.214962,289
8.771504,47.97736,260
-15.36127,38.395626,279
-18.969837,6.5523534,295
4.4453216,-59.81512,258
1.2165072,44.372936,271
-34.17075,-33.13799,285
-18.395714,11.217612,295
-32.086487,18.044344,273
35.41996,-2.6364202,293
-34.351124,15.165845,273
-7.445401,-5.885942,276
-19.400715,7.0418963,295
1.7596442,44.3901,271
21.7419,30.748194,294
-34.13373,-21.521448,272
-17.439558,42.629616,279
6.5875516,-19.48509,290
47.41735,-3.531201,280
3.7351997,18.839928,278
-34.29822,14.988959,273
27.010347,18.696085,292
-44.033596,-3.2033672,289
4.9933934,-59.830723,258
-52.787342,6.6884813,274
-1.7265055,14.66603,277
-36.859463,-17.021954,272
-11.146187,-12.234345,276
-52.772278,8.073486,274
26.92084,18.318985,292
15.5682125,5.237405,283
35.62741,41.46566,291
-19.551292,-18.955898,284
-31.112003,-8.397675,275
-34.574055,-32.682674,285
-17.048708,41.546993,279
-20.104246,6.4783382,295
-36.579556,-16.976223,272
25.252077,20.529972,292
47.31457,14.361771,288
30.929396,-34.160362,299
-48.79862,-10.08184,289
31.135998,-32.552887,299
-20.055874,5.967292,295
51.361683,-4.461595,280
-10.304014,-12.304281,276
-18.467106,-50.399506,282
-34.82459,-28.74396,285
19.9065,25.371674,294
-30.737432,-8.112767,275
38.928017,0.7274607,293
-17.082712,10.761713,295
-19.72057,7.367506,295
30.934177,18.790228,292
9.608834,54.033787,260
41.24833,16.520351,288
-38.80276,30.057985,287
35.723938,-2.6739852,293
-36.671566,-16.812834,272
52.1275,-3.2484338,280
2.8994265,-19.181297,290
22.379292,29.772388,294
-37.086117,-17.215847,272
18.48062,27.019295,294
-20.745005,-18.445398,284
-10.264505,-12.797616,276
34.611248,42.021816,291
31.02041,19.578726,292
27.032883,-20.901875,269
-9.016324,-7.262968,276
6.630039,-24.840569,286
-24.670437,-21.920168,284
50.648937,-4.0029397,280
5.6349816,-20.793169,290
2.6163478,-18.330936,290
21.76609,29.544802,294
5.461053,-20.65731,290
-52.46774,7.4156127,274
38.144127,0.82147914,293
-27.13022,-7.8170433,275
21.847174,-15.48263,270
10.210487,-42.60552,298
-32.78293,18.469257,273
0.41359344,2.3364232,278
12.835597,-45.980278,298
10.103672,52.712948,260
2.8089802,18.767057,278
-44.20195,-1.9363577,289
-18.184519,-51.166523,282
30.118658,-20.707062,269
-10.79742,-12.679435,276
-26.486666,-7.210525,275
6.612278,-55.986687,258
-17.009035,41.954678,279
29.894724,-20.636915,269
26.98553,19.483591,292
12.600924,-46.491436,298
-18.332848,42.41934,279
-34.599514,-28.54295,285
25.90955,20.235092,292
8.554735,48.279617,260
30.18674,-21.944336,269
-5.513937,-25.11523,286
14.735242,5.520703,283
-35.156513,-28.468122,285
-34.694183,-22.056063,272
-5.9553905,-24.616259,286
34.29043,38.41383,291
40.75566,16.333199,288
-37.537407,30.042835,287
-48.204067,-8.746153,289
30.497818,-33.05786,299
-32.126987,17.034885,273
-17.578823,41.082554,279
-33.48807,-32.767376,285
35.691578,-1.2600434,293
-51.51203,7.6011534,274
34.54965,38.769897,291
13.034688,-45.355465,298
4.4577627,18.371483,278
1.008176,44.10947,271
30.4075,-23.036522,269
39.29819,1.0623763,293
-30.640533,-8.792016,275
-7.9095364,-6.3296366,276
-17.500217,40.748962,279
30.905226,19.494429,292
6.3079834,-24.729168,286
34.96556,38.826633,291
-45.86075,3.2454078,274
-35.11922,15.329905,273
-17.916481,-51.897392,282
16.71829,10.799217,283
47.09617,-3.8429146,280
-35.408646,-28.66682,285
-44.9484,-3.3413749,289
45.912865,15.446858,288
-24.993462,-21.307459,284
4.786907,18.683926,278
51.796715,-3.5830114,280
10.631165,53.66997,260
40.1231,16.170261,288
-6.12518,-25.715113,286
31.929409,-33.903187,299
-6.327728,-25.47669,286
36.34783,-2.2344663,293
6.295975,-20.457388,290
-8.714265,-6.154722,276
-17.194334,40.47237,279
51.219765,-4.4353743,280
-34.848248,-32.899994,285
30.784542,-33.06065,299
10.795625,54.362434,260
29.766703,-21.847765,269
4.728992,43.36958,271
4.6741586,-60.30292,258
-34.313152,-29.325712,285
4.190377,43.872627,271
0.93014425,44.766056,271
-24.563747,-20.69967,284
-44.0279,-2.5591018,289
52.69326,-4.8870554,280
38.791187,0.63558424,293
-52.015987,7.881618,274
21.494106,-15.619169,270
35.53323,41.773773,291
40.01241,16.346373,288
30.346949,-21.222902,269
-48.026814,-9.325165,289
26.265438,18.01933,292
34.64026,37.96214,291
47.277367,-3.733738,280
30.22321,-33.756573,299
-34.584877,-21.73291,272
-10.427771,-11.741198,276
4.0321803,43.22214,271
6.499842,-20.025211,290
5.9598413,-61.12564,258
-1.4833025,15.079331,277
35.674038,42.34932,291
-1.1657284,14.935234,277
26.667227,19.741705,292
-10.534844,-12.715725,276
-26.25665,-6.934636,275
23.865568,-17.41762,270
4.531973,-60.15323,258
-24.519535,-21.036238,284
-37.934147,30.509195,287
-18.186615,10.633021,295
30.65517,19.127829,292
35.04447,42.506767,291
-34.894203,-20.758663,272
0.574578,2.3317957,278
-30.724464,-9.545518,275
12.1633415,-45.449947,298
-17.282822,-48.354336,282
26.717491,19.579012,292
-18.425117,-51.0476,282
-46.2076,3.7286499,274
-0.08477412,1.9231583,278
-48.12891,-10.39546,289
-20.831528,-18.485674,284
16.723022,10.818154,283
-36.94062,-17.475403,272
52.062157,-5.2516017,280
-16.836008,10.112698,295
-31.058977,-8.427236,275
-20.016155,-18.152843,284
-36.450497,-16.796906,272
-34.246765,-32.727245,285
-9.699258,-12.292893,276
-34.606895,-29.229448,285
2.8299723,18.641676,278
-26.56113,-6.9698935,275
0.4583348,2.7043257,278
-18.40737,-48.45411,282
35.51908,-1.4487289,293
6.3494105,-55.6785,258
6.6158752,-56.136036,258
15.59204,11.908038,283
-16.45835,41.03578,279
-31.438152,-9.101713,275
-26.306965,-7.7295046,275
46.67778,-3.7723138,280
9.186044,47.57681,260
-2.038586,15.389071,277
-15.458817,37.98355,279
29.912958,-33.385452,299
2.7341657,-19.319916,290
6.8919415,-55.621628,258
22.088512,-15.810919,270
-40.60644,33.52046,287
2.8150282,18.082287,278
21.671991,30.866478,294
-1.0023255,1.6137087,278
-24.533918,-22.228977,284
-34.428375,15.188175,273
26.633556,-31.267332,299
51.253624,-3.499167,280
-20.28894,7.45164,295
30.429766,-33.448364,299
46.180977,15.063248,288
-8.762234,-7.065291,276
11.125678,-41.737614,298
14.435016,5.1688657,283
-15.110735,38.004818,279
10.215064,52.359055,260
11.4936075,-45.773983,298
10.83866,-42.670887,298
-16.811554,10.169082,295
4.1853933,42.75849,271
-39.331482,33.53615,287
-32.630936,17.10761,273
-34.274555,-28.812794,285
25.51633,20.244877,292
-19.534737,5.9766603,295
23.273436,-17.384806,270
25.925678,-32.612587,299
-8.940863,-6.418457,276
-5.875419,-25.75921,286
-20.56609,6.7158437,295
-45.56371,4.456936,274
-34.199863,-21.011885,272
40.69169,15.661171,288
3.2713952,18.801079,278
10.3648205,54.301754,260
23.336761,-17.268263,270
22.52883,29.223745,294
-43.94277,-2.1390474,289
-34.607388,-21.031475,272
26.254751,-33.376453,299
15.263084,5.1449566,283
26.273006,-21.110863,269
-15.338012,37.855022,279
-52.38771,7.748181,274
47.47306,-3.6559296,280
6.764276,-24.041563,286
22.486403,-15.093992,270
9.719865,53.986294,260
-45.896786,3.6284177,274
-44.32513,-2.391023,289
-52.059647,6.0647316,274
6.4916544,-24.57312,286
31.250126,-32.17256,299
-27.282867,-8.075678,275
11.656964,-41.939953,298
-34.691666,-32.894127,285
-35.125103,-20.86277,272
2.0329359,-19.063984,290
52.125095,-5.30193,280
-34.883526,15.049674,273
38.989986,2.1684997,293
0.5717212,44.76536,271
-24.972261,-22.139486,284
-34.490025,-33.438786,285
11.450986,-42.126728,298
6.023765,-60.504948,258
26.481802,-32.844772,299
4.349828,-59.686142,258
30.66242,-21.220242,269
47.04475,13.827143,288
47.340744,13.86335,288
34.116432,37.849163,291
6.788776,-56.24896,258
15.658512,10.322373,283
19.875332,25.385595,294
40.233334,16.579062,288
-17.01805,42.34502,279
18.59228,27.015457,294
10.738197,53.092438,260
46.43075,14.226712,288
15.241503,4.620857,283
35.439808,41.334934,291
14.763592,3.8335214,283
-35.07049,-29.157963,285
-1.5167536,15.439937,277
-0.34897572,44.112644,271
-32.536682,18.385008,273
-30.533222,-8.691509,275
14.934303,3.422505,283
2.133196,7.120802,277
-44.527843,-2.2436888,289
-19.77543,-18.834637,284
6.021187,-59.739765,258
47.380966,14.574606,288
-48.60404,-9.126963,289
9.053521,48.18894,260
3.1548183,-18.692472,290
6.1566925,-24.665459,286
30.618122,-32.015373,299
15.944754,11.940547,283
1.6072804,7.247191,277
2.8295648,-18.374765,290
45.768967,15.588228,288
-44.59863,-3.2379541,289
-19.651236,7.307841,295
-36.17769,-17.521513,272
21.19838,30.743673,294
8.44852,48.158993,260
30.44679,-22.76211,269
7.216084,-56.122826,258
-40.15306,33.61259,287
51.08252,-3.6532166,280
-45.684288,3.9454577,274
-23.898602,-20.743038,284
-35.144886,-22.479336,272
-38.366493,29.553055,287
27.181807,-20.895803,269
14.605122,4.633649,283
-31.697798,17.5512,273
9.457503,52.522987,260
6.972548,-24.635324,286
21.828056,30.286924,294
-18.209915,-52.599987,282
-19.712288,5.6506233,295
-20.192036,5.779292,295
10.379098,52.159386,260
52.488045,-2.7705247,280
-38.06553,29.50261,287
3.2912836,43.10173,271
4.7082005,43.285004,271
26.853695,-32.62953,299
-20.611555,-18.803534,284
1.2216611,8.175198,277
-15.1338,37.99136,279
30.929434,18.910048,292
3.676225,42.304604,271
23.833878,-17.282995,270
18.721407,27.179182,294
-19.033861,7.055003,295
-25.970684,-7.575067,275
35.527752,-1.767751,293
-48.091026,-10.172779,289
-7.6655145,-5.776638,276
10.253435,-42.67807,298
-8.769201,-6.0334063,276
6.217143,-19.562437,290
5.343809,-61.35563,258
-34.764828,15.204563,273
3.3612914,42.583637,271
-10.874436,-11.493208,276
22.606134,28.910437,294
30.09672,-33.10018,299
-19.071308,-52.50892,282
12.166387,-45.92275,298
18.906948,25.510479,294
26.068869,-32.963127,299
-0.2817071,1.387779,278
-32.646854,17.339489,273
-34.38356,14.485187,273
-17.285639,11.464379,295
30.706438,-31.977001,299
10.124739,-41.68378,298
2.658099,7.36807,277
2.5898075,-19.175459,290
-15.62593,37.859478,279
10.550683,-42.70802,298
24.925007,20.055267,292
35.250446,-2.3754542,293
-20.84111,-18.430855,284
24.057041,-17.441942,270
-33.41038,-32.6858,285
-35.07332,-22.54243,272
22.184412,-15.45207,270
36.265987,-1.5020484,293
35.05641,42.53751,291
20.34513,25.782484,294
10.126359,-41.667423,298
-30.74651,-9.66044,275
-2.4868526,15.664656,277
15.32922,3.8636308,283
-47.75307,-10.053427,289
10.045325,53.80165,260
-17.054165,10.354295,295
27.129908,-20.908878,269
46.85309,13.900271,288
1.4825408,44.14158,271
-52.629513,7.447379,274
46.097862,14.91287,288
-43.710228,-2.7360795,289
35.031136,42.046886,291
-18.529211,-48.008232,282
-5.9739194,-24.929747,286
45.32641,15.258164,288
6.349869,-55.664394,258
-18.794956,-52.648464,282
41.484222,15.864348,288
-36.97548,29.326778,287
40.72772,16.071339,288
19.416214,25.337383,294
-52.843266,7.1279655,274
-36.17472,-17.45575,272
-35.102547,-28.83992,285
-5.6814904,-25.720108,286
-48.64695,-9.224432,289
3.59621,43.354076,271
12.889516,-45.4982,298
26.378483,19.443634,292
-0.3926354,2.5400546,278
-25.919495,-7.218969,275
-5.5231385,-25.59525,286
-2.3079631,15.818554,277
-17.989689,42.29587,279
9.615089,52.312912,260
6.2271833,-60.243862,258
35.963017,-1.1268982,293
5.5983043,-19.890924,290
-25.220457,-21.617647,284
23.430302,-17.270508,270
34.956882,41.87648,291
25.318605,20.400383,292
-15.741422,38.04182,279
-19.7142,6.581734,295
11.416412,-42.543316,298
22.2423,30.352888,294
5.063323,42.83559,271
31.135967,-33.681335,299
16.582798,10.633048,283
4.169693,43.96878,271
-17.28995,-48.182854,282
33.756554,38.303284,291
19.512104,26.354225,294
-35.2561,-21.839592,272
36.281982,-2.159396,293
-40.15102,33.88801,287
-39.496098,33.833546,287
1.7106066,7.8318753,277
-6.1967525,-25.735147,286
-18.920183,-52.20449,282
-39.627426,33.100975,287
34.002598,38.363983,291
1.5049926,8.607641,277
-34.941547,-21.290302,272
-51.883747,7.1031036,274
16.221352,10.936207,283
46.666126,-3.2103508,280
21.337885,30.390612,294
-48.62376,-10.047763,289
51.378273,-5.596413,280
25.597084,-33.039085,299
-34.622723,-33.792347,285
-37.575794,30.054148,287
-46.08763,4.0397105,274
11.136561,-46.506985,298
45.566216,15.430122,288
30.709406,19.582644,292
-7.65087,-5.718272,276
52.330173,-4.8719664,280
9.801882,53.566887,260
0.013221657,2.3990684,278
-30.968887,-9.119243,275
6.608823,-24.208263,286
-6.3886743,-24.987484,286
11.778925,-41.831192,298
-48.40058,-8.533178,289
-1.3718641,14.729653,277
-44.934162,-2.8745658,289
22.561985,-15.0577545,270
-18.044775,-47.562126,282
4.699893,-61.623302,258
-17.170797,42.281193,279
30.846825,19.187414,292
35.165054,-2.4024901,293
-0.8339629,1.6188929,278
15.826121,10.494005,283
-39.978836,32.988014,287
19.804827,24.610645,294
-51.49971,7.946731,274
-6.4586687,-25.049067,286
10.914556,-42.1667,298
-48.033962,-8.797285,289
2.3734393,7.484833,277
52.697758,-4.7991977,280
-23.741497,-20.927988,284
-0.67974055,1.2112291,278
9.6167755,52.892586,260
18.854454,26.144909,294
-45.64686,3.2246919,274
-10.9648695,-12.036095,276
40.94621,16.048952,288
-0.6539876,1.3358253,278
22.720034,29.155142,294
4.5993295,43.015057,271
-19.767687,-18.47806,284
2.735369,18.609528,278
-53.12985,6.7480464,274
11.159056,-45.97226,298
30.562033,-20.966084,269
-38.156487,29.80002,287
-26.96547,-7.135911,275
4.086471,18.367239,278
-16.947744,11.236301,295
15.294862,4.210286,283
38.647083,1.6794479,293
6.6197476,-20.150047,290
-51.594997,5.8386464,274
26.369045,-21.070114,269
-17.118683,41.39522,279
-16.948523,10.79056,295
26.233828,-21.313416,269
25.933088,18.684631,292
-17.10487,10.087852,295
23.062387,-15.522024,270
51.871223,-4.660826,280
-18.197807,-51.798088,282
40.716396,15.724256,288
-38.082127,30.451334,287
2.5700436,7.3640685,277
-44.50151,-3.6941066,289
-51.40303,6.626447,274
-39.61067,34.113083,287
1.3974774,7.3191133,277
35.76266,42.07941,291
0.091345996,1.6527445,278
-37.37073,29.959867,287
-20.614967,-18.903883,284
-19.057108,6.6616683,295
-18.804699,41.396683,279
-34.332985,-21.682842,272
14.564597,4.608449,283
-24.239273,-21.799953,284
-27.154905,-7.9162145,275
1.6565952,44.602745,271
-37.545628,29.447601,287
2.812573,18.006512,278
6.0048666,-19.987415,290
2.5517538,-18.519718,290
14.981066,5.5507183,283
10.818799,-46.955982,298
31.072681,-21.37287,269
